0,1,2,3,4,5,6,7,8,9
Western Europe,Hyaluronic acid and its salts,Pet Care,% Breakdown,00,00,00,00,00,00
Western Europe,Hyaluronic acid and its salts,Pet Care,Tonnes,2.139,2.178,2.187,2.178,2.190,2.199
Western Europe,Glycolic Acid,Pet Care,% Breakdown,00,00,00,00,00,00
Western Europe,Glycolic Acid,Pet Care,Tonnes,27,37,48,57,70,88
Western Europe,Peptides,Pet Care,% Breakdown,00,00,00,00,00,00
Western Europe,Peptides,Pet Care,Tonnes,1.178,1.220,1.236,1.245,1.234,1.232
Western Europe,Other Skin Benefit Agents,Pet Care,% Breakdown,00,00,00,00,00,00
Western Europe,Other Skin Benefit Agents,Pet Care,Tonnes,11.687,11.919,12.031,12.025,12.102,12.197
Western Europe,Skin Lighteners,Pet Care,% Breakdown,00,00,00,00,00,00
Western Europe,Skin Lighteners,Pet Care,Tonnes,27.315,27.814,28.025,27.997,28.088,28.242
Western Europe,Niacinamide,Pet Care,% Breakdown,00,00,00,00,00,00
Western Europe,Niacinamide,Pet Care,Tonnes,19.565,19.952,20.131,20.126,20.200,20.332
Western Europe,Other Skin Lighteners,Pet Care,% Breakdown,00,00,00,00,00,00
Western Europe,Other Skin Lighteners,Pet Care,Tonnes,7.750,7.862,7.894,7.871,7.887,7.909
Western Europe,Solvents,Pet Care,% Breakdown,01,01,01,01,01,01
Western Europe,Solvents,Pet Care,Tonnes,28.661,29.200,29.451,29.391,29.423,29.570
Western Europe,Esters,Pet Care,% Breakdown,00,00,00,00,00,00
Western Europe,Esters,Pet Care,Tonnes,1.471,1.468,1.459,1.416,1.380,1.357
Western Europe,Glycerol (Solvent),Pet Care,% Breakdown,00,00,00,00,00,00
Western Europe,Glycerol (Solvent),Pet Care,Tonnes,16.041,16.381,16.542,16.563,16.627,16.741
Western Europe,Propylene glycol (Solvent),Pet Care,% Breakdown,00,00,00,00,00,00
Western Europe,Propylene glycol (Solvent),Pet Care,Tonnes,10.426,10.636,10.742,10.726,10.750,10.816
Western Europe,Other Solvents,Pet Care,% Breakdown,00,00,00,00,00,00
Western Europe,Other Solvents,Pet Care,Tonnes,722,716,709,685,666,656
Western Europe,Sunscreens,Pet Care,% Breakdown,00,00,00,00,00,00
Western Europe,Sunscreens,Pet Care,Tonnes,2.812,2.874,2.902,2.916,2.932,2.963
Western Europe,Zinc Oxide,Pet Care,% Breakdown,00,00,00,00,00,00
Western Europe,Zinc Oxide,Pet Care,Tonnes,1.943,1.982,1.995,1.997,2.002,2.016
Western Europe,Other Sunscreens,Pet Care,% Breakdown,00,00,00,00,00,00
Western Europe,Other Sunscreens,Pet Care,Tonnes,869,892,908,918,930,947
Western Europe,Sweeteners,Pet Care,% Breakdown,03,03,03,03,03,03
Western Europe,Sweeteners,Pet Care,Tonnes,171.103,174.404,176.071,175.801,176.049,176.772
Western Europe,Sugars and Bulk Sweeteners,Pet Care,% Breakdown,01,01,01,01,01,01
Western Europe,Sugars and Bulk Sweeteners,Pet Care,Tonnes,88.385,89.990,90.776,90.577,90.660,91.011
Western Europe,Brown Sugar,Pet Care,% Breakdown,00,00,00,00,00,00
Western Europe,Brown Sugar,Pet Care,Tonnes,243,253,258,259,263,265
Western Europe,Dextrose,Pet Care,% Breakdown,00,00,00,00,00,00
Western Europe,Dextrose,Pet Care,Tonnes,18.886,19.176,19.294,19.181,19.158,19.194
Western Europe,Fructose,Pet Care,% Breakdown,00,00,00,00,00,00
Western Europe,Fructose,Pet Care,Tonnes,1.897,1.924,1.930,1.913,1.898,1.884
Western Europe,Glucose/Corn Syrup,Pet Care,% Breakdown,00,00,00,00,00,00
Western Europe,Glucose/Corn Syrup,Pet Care,Tonnes,15.952,16.194,16.318,16.237,16.227,16.246
Western Europe,Inositol,Pet Care,% Breakdown,00,00,00,00,00,00
Western Europe,Inositol,Pet Care,Tonnes,4.396,4.499,4.577,4.619,4.624,4.647
Western Europe,Invert Sugar,Pet Care,% Breakdown,00,00,00,00,00,00
Western Europe,Invert Sugar,Pet Care,Tonnes,263,277,283,285,290,292
Western Europe,Isomaltulose,Pet Care,% Breakdown,00,00,00,00,00,00
Western Europe,Isomaltulose,Pet Care,Tonnes,269,282,289,293,288,287
Western Europe,Lactose,Pet Care,% Breakdown,00,00,00,00,00,00
Western Europe,Lactose,Pet Care,Tonnes,12.539,12.791,12.923,12.937,13.057,13.223
Western Europe,Maltose Syrup,Pet Care,% Breakdown,00,00,00,00,00,00
Western Europe,Maltose Syrup,Pet Care,Tonnes,01,01,01,01,01,01
Western Europe,Molasses,Pet Care,% Breakdown,00,00,00,00,00,00
Western Europe,Molasses,Pet Care,Tonnes,6.956,7.117,7.200,7.200,7.229,7.288
Western Europe,Sorbitol (Sweetener),Pet Care,% Breakdown,00,00,00,00,00,00
Western Europe,Sorbitol (Sweetener),Pet Care,Tonnes,18.036,18.370,18.515,18.470,18.470,18.481
Western Europe,Sucrose,Pet Care,% Breakdown,00,00,00,00,00,00
Western Europe,Sucrose,Pet Care,Tonnes,8.946,9.106,9.187,9.184,9.155,9.203
Western Europe,Other Sweeteners,Pet Care,% Breakdown,01,01,01,01,01,01
Western Europe,Other Sweeteners,Pet Care,Tonnes,82.718,84.413,85.294,85.224,85.389,85.761
Western Europe,Vitamins and Derivatives,Pet Care,% Breakdown,00,00,00,00,00,00
Western Europe,Vitamins and Derivatives,Pet Care,Tonnes,29,30,30,29,30,30
Western Europe,Pro-Vitamin B (Panthenol),Pet Care,% Breakdown,00,00,00,00,00,00
Western Europe,Pro-Vitamin B (Panthenol),Pet Care,Tonnes,00,00,00,00,00,00
Western Europe,Vitamin A and derivatives,Pet Care,% Breakdown,00,00,00,00,00,00
Western Europe,Vitamin A and derivatives,Pet Care,Tonnes,00,00,00,00,00,00
Western Europe,Vitamin B Group,Pet Care,% Breakdown,00,00,00,00,00,00
Western Europe,Vitamin B Group,Pet Care,Tonnes,28,29,29,28,29,29
Western Europe,Vitamin C,Pet Care,% Breakdown,00,00,00,00,00,00
Western Europe,Vitamin C,Pet Care,Tonnes,00,00,00,00,00,00
Western Europe,Vitamin E,Pet Care,% Breakdown,00,00,00,00,00,00
Western Europe,Vitamin E,Pet Care,Tonnes,01,01,01,01,01,01
Western Europe,Other Vitamins and Derivatives,Pet Care,% Breakdown,00,00,00,00,00,00
Western Europe,Other Vitamins and Derivatives,Pet Care,Tonnes,00,00,00,00,00,00
Western Europe,Miscellaneous Ingredients,Pet Care,% Breakdown,18,18,18,18,18,18
Western Europe,Miscellaneous Ingredients,Pet Care,Tonnes,1.105.545 1.127.995 1.139.201 1.138.246 1.141.348 1.147.358,,,,,
Western Europe,Malt Extract,Pet Care,% Breakdown,00,00,00,00,00,00
Western Europe,Malt Extract,Pet Care,Tonnes,28,29,30,31,31,32
Western Europe,Soy Extract,Pet Care,% Breakdown,00,00,00,00,00,00
Western Europe,Soy Extract,Pet Care,Tonnes,5.869,5.959,6.000,5.943,5.893,5.852
Western Europe,Taurine,Pet Care,% Breakdown,00,00,00,00,00,00
Western Europe,Taurine,Pet Care,Tonnes,4.215,4.315,4.355,4.366,4.434,4.511
Western Europe,Other Miscellaneous Ingredients,Pet Care,% Breakdown,17,17,17,17,17,17
Western Europe,Other Miscellaneous Ingredients,Pet Care,Tonnes,1.095.433 1.117.692 1.128.816 1.127.907 1.130.991 1.136.964,,,,,
Western Europe,Commodities,Pet Care,% Breakdown,36,36,36,36,36,36
Western Europe,Commodities,Pet Care,Tonnes,2.264.101 2.308.062 2.328.253 2.324.319 2.328.443 2.339.924,,,,,
Western Europe,Aqua/Water,Pet Care,% Breakdown,00,00,00,00,00,00
Western Europe,Aqua/Water,Pet Care,Tonnes,19.463,19.873,20.010,19.991,20.061,20.225
Western Europe,Cereals,Pet Care,% Breakdown,09,09,09,09,09,09
Western Europe,Cereals,Pet Care,Tonnes,553.700,564.270,569.431,568.434,569.544,572.393
Western Europe,Coconut Water,Pet Care,% Breakdown,00,00,00,00,00,00
Western Europe,Coconut Water,Pet Care,Tonnes,3.803,3.898,3.977,4.019,4.009,3.980
Western Europe,Egg,Pet Care,% Breakdown,00,00,00,00,00,00
Western Europe,Egg,Pet Care,Tonnes,11.549,11.780,11.871,11.853,11.912,12.015
Western Europe,Fish,Pet Care,% Breakdown,03,03,03,03,03,03
Western Europe,Fish,Pet Care,Tonnes,165.596,168.898,170.388,170.165,171.038,172.347
Western Europe,Fruit,Pet Care,% Breakdown,04,04,04,04,04,04
Western Europe,Fruit,Pet Care,Tonnes,270.985,276.301,278.546,277.961,278.209,279.374
Western Europe,Fruit Juice,Pet Care,% Breakdown,01,01,01,01,01,01
Western Europe,Fruit Juice,Pet Care,Tonnes,39.717,40.658,41.259,41.389,41.580,41.944
Western Europe,Herbs/Spices,Pet Care,% Breakdown,02,02,02,02,02,02
Western Europe,Herbs/Spices,Pet Care,Tonnes,152.962,155.777,157.092,156.815,156.956,157.663
Western Europe,Honey,Pet Care,% Breakdown,00,00,00,00,00,00
Western Europe,Honey,Pet Care,Tonnes,8.651,8.820,8.942,8.951,8.955,8.988
Western Europe,Hops,Pet Care,% Breakdown,00,00,00,00,00,00
Western Europe,Hops,Pet Care,Tonnes,2.733,2.797,2.837,2.855,2.847,2.861
Western Europe,Malt,Pet Care,% Breakdown,00,00,00,00,00,00
Western Europe,Malt,Pet Care,Tonnes,23.690,24.170,24.387,24.353,24.432,24.555
Western Europe,Meat,Pet Care,% Breakdown,05,05,05,05,05,05
Western Europe,Meat,Pet Care,Tonnes,322.982,329.576,332.353,331.833,332.713,334.794
Western Europe,Nuts,Pet Care,% Breakdown,01,01,01,01,01,01
Western Europe,Nuts,Pet Care,Tonnes,69.140,70.338,70.976,70.820,70.601,70.563
Western Europe,Palatant,Pet Care,% Breakdown,01,01,01,01,01,01
Western Europe,Palatant,Pet Care,Tonnes,32.256,32.886,33.152,33.087,33.225,33.451
Western Europe,Potato Products,Pet Care,% Breakdown,00,00,00,00,00,00
Western Europe,Potato Products,Pet Care,Tonnes,24.891,25.366,25.572,25.538,25.590,25.710
Western Europe,Tea,Pet Care,% Breakdown,00,00,00,00,00,00
Western Europe,Tea,Pet Care,Tonnes,2.257,2.317,2.342,2.352,2.377,2.406
Western Europe,Vegetables,Pet Care,% Breakdown,06,06,06,06,06,06
Western Europe,Vegetables,Pet Care,Tonnes,385.942,393.317,396.553,395.663,395.961,397.460
Western Europe,Vinegar,Pet Care,% Breakdown,00,00,00,00,00,00
Western Europe,Vinegar,Pet Care,Tonnes,2.130,2.163,2.168,2.160,2.169,2.159
Western Europe,Other Commodities,Pet Care,% Breakdown,03,03,03,03,03,03
Western Europe,Other Commodities,Pet Care,Tonnes,171.655,174.858,176.397,176.079,176.266,177.037
Western Europe,Adaptogens,Pet Care,% Breakdown,00,00,00,00,00,00
Western Europe,Adaptogens,Pet Care,Tonnes,3.508,3.564,3.604,3.599,3.605,3.625
Western Europe,Cannabinoids,Pet Care,% Breakdown,00,00,00,00,00,00
Western Europe,Cannabinoids,Pet Care,Tonnes,196,203,206,205,203,204
Western Europe,Nootropics,Pet Care,% Breakdown,00,00,00,00,00,00
Western Europe,Nootropics,Pet Care,Tonnes,4.565,4.643,4.682,4.656,4.641,4.615
Western Europe,Prebiotics,Pet Care,% Breakdown,01,01,01,01,01,01
Western Europe,Prebiotics,Pet Care,Tonnes,77.109,78.544,79.073,78.912,79.361,79.847
Western Europe,Probiotics,Pet Care,% Breakdown,00,00,00,00,00,00
Western Europe,Probiotics,Pet Care,Tonnes,400,407,411,409,408,408
Western Europe,Postbiotics,Pet Care,% Breakdown,00,00,00,00,00,00
Western Europe,Postbiotics,Pet Care,Tonnes,5.801,5.908,5.992,5.992,6.032,6.072
Western Europe,Algae and Seaweed,Pet Care,% Breakdown,01,01,01,01,01,01
Western Europe,Algae and Seaweed,Pet Care,Tonnes,31.772,32.387,32.676,32.641,32.705,32.840
Western Europe,Algal Oil,Pet Care,% Breakdown,00,00,00,00,00,00
Western Europe,Algal Oil,Pet Care,Tonnes,2.315,2.360,2.369,2.370,2.414,2.458
Western Europe,Cordyceps,Pet Care,% Breakdown,00,00,00,00,00,00
Western Europe,Cordyceps,Pet Care,Tonnes,04,05,05,05,05,05
Western Europe,Spirulina,Pet Care,% Breakdown,00,00,00,00,00,00
Western Europe,Spirulina,Pet Care,Tonnes,3.015,3.059,3.053,3.035,3.042,3.057
Western Europe,Other Algae and Seaweed,Pet Care,% Breakdown,00,00,00,00,00,00
Western Europe,Other Algae and Seaweed,Pet Care,Tonnes,26.437,26.963,27.250,27.231,27.244,27.320
Western Europe,Total Ingredients,Pet Care,% Breakdown,100,100,100,100,100,100
Western Europe,Total Ingredients,Pet Care,Tonnes,6.314.544 6.437.466 6.495.731 6.484.715 6.497.560 6.528.777,,,,,
Eastern Europe,Acidulants,Pet Care,% Breakdown,01,01,01,01,01,01
Eastern Europe,Acidulants,Pet Care,Tonnes,16.333,17.250,17.683,17.854,18.837,19.988
Eastern Europe,Acetic Acid,Pet Care,% Breakdown,00,00,00,00,00,00
Eastern Europe,Acetic Acid,Pet Care,Tonnes,103,111,113,117,126,133
Eastern Europe,Citric Acid,Pet Care,% Breakdown,00,00,00,00,00,00
Eastern Europe,Citric Acid,Pet Care,Tonnes,1.370,1.446,1.472,1.479,1.532,1.599
Eastern Europe,Lactic Acid,Pet Care,% Breakdown,00,00,00,00,00,00
Eastern Europe,Lactic Acid,Pet Care,Tonnes,475,496,511,506,515,518
Eastern Europe,Malic Acid,Pet Care,% Breakdown,00,00,00,00,00,00
Eastern Europe,Malic Acid,Pet Care,Tonnes,336,352,364,376,430,477
Eastern Europe,Phosphoric Acid,Pet Care,% Breakdown,00,00,00,00,00,00
Eastern Europe,Phosphoric Acid,Pet Care,Tonnes,623,657,662,668,679,696
Eastern Europe,Other Acidulants,Pet Care,% Breakdown,01,01,01,01,01,01
Eastern Europe,Other Acidulants,Pet Care,Tonnes,13.427,14.188,14.560,14.709,15.555,16.565
Eastern Europe,Botanicals,Pet Care,% Breakdown,02,02,02,02,02,02
Eastern Europe,Botanicals,Pet Care,Tonnes,31.287,33.173,33.935,33.916,35.520,37.353
Eastern Europe,Flowers,Pet Care,% Breakdown,00,00,00,00,00,00
Eastern Europe,Flowers,Pet Care,Tonnes,5.529,5.848,5.973,5.986,6.266,6.561
Eastern Europe,Plant Extracts,Pet Care,% Breakdown,00,00,00,00,00,00
Eastern Europe,Plant Extracts,Pet Care,Tonnes,8.881,9.421,9.658,9.653,10.171,10.783
Eastern Europe,Roots,Pet Care,% Breakdown,01,01,01,01,01,01
Eastern Europe,Roots,Pet Care,Tonnes,11.657,12.388,12.672,12.675,13.302,14.021
Eastern Europe,Other Botanicals,Pet Care,% Breakdown,00,00,00,00,00,00
Eastern Europe,Other Botanicals,Pet Care,Tonnes,5.220,5.516,5.632,5.603,5.782,5.988
Eastern Europe,Carotenoids,Pet Care,% Breakdown,00,00,00,00,00,00
Eastern Europe,Carotenoids,Pet Care,Tonnes,4.574,4.839,4.952,4.999,5.285,5.569
Eastern Europe,Beta-Carotene,Pet Care,% Breakdown,00,00,00,00,00,00
Eastern Europe,Beta-Carotene,Pet Care,Tonnes,2.409,2.543,2.604,2.635,2.784,2.943
Eastern Europe,Lutein,Pet Care,% Breakdown,00,00,00,00,00,00
Eastern Europe,Lutein,Pet Care,Tonnes,437,461,467,466,474,487
Eastern Europe,Lycopene,Pet Care,% Breakdown,00,00,00,00,00,00
Eastern Europe,Lycopene,Pet Care,Tonnes,503,533,555,556,612,669
Eastern Europe,Other Carotenoids,Pet Care,% Breakdown,00,00,00,00,00,00
Eastern Europe,Other Carotenoids,Pet Care,Tonnes,1.226,1.302,1.326,1.342,1.415,1.470
Eastern Europe,Cocoa Powder,Pet Care,% Breakdown,00,00,00,00,00,00
Eastern Europe,Cocoa Powder,Pet Care,Tonnes,21,23,24,25,26,27
Eastern Europe,Colours,Pet Care,% Breakdown,00,00,00,00,00,00
Eastern Europe,Colours,Pet Care,Tonnes,5.121,5.417,5.534,5.542,5.794,6.069
Eastern Europe,Natural Colours,Pet Care,% Breakdown,00,00,00,00,00,00
Eastern Europe,Natural Colours,Pet Care,Tonnes,01,01,01,02,02,02
Eastern Europe,Synthetic Colours,Pet Care,% Breakdown,00,00,00,00,00,00
Eastern Europe,Synthetic Colours,Pet Care,Tonnes,00,00,00,00,00,00
Eastern Europe,Other Colours,Pet Care,% Breakdown,00,00,00,00,00,00
Eastern Europe,Other Colours,Pet Care,Tonnes,5.120,5.416,5.532,5.540,5.793,6.067
Eastern Europe,Cultures,Pet Care,% Breakdown,00,00,00,00,00,00
Eastern Europe,Cultures,Pet Care,Tonnes,1.166,1.229,1.250,1.259,1.291,1.332
