Reg_ICA,Titular,Estado,Producto,Activos,Cantidades,Indicaciones,Precauciones,Laboratorio_Productor,Pais_Origen,Importador,Empaques,Especies,Tiempo_Retiro,Tipo_Medicamento,Estado_Clean,Origen_Clasif
10574-CV,FULLER PINTO S.A. ,VIGENTE,RAZAN BAÑO SECO EN ESPUMA felinos,"Cada 100 g de solución contiene: _x000D_
_x000D_
Alcohol denat 5 g; cocamidopropyl betaine 4 g; sodium cocoyl glutamate (and) disodium cocoyl glutamate (and) water 2 g; aloe Barbadensis Leaf extract 1 g;  phenoxyethanol (and) ethylhexylglycerin 0.80 g; BIS-PEG-12 dimethicone 0.50 g; water (and) glycerin (and) Gossypium herbaceum (cotton) seed extract (and) Gossypium Herbaceum (cotton) Seed Oil (and) PEG-60 Hydrogenated Castor Oil (and) Tocopherol (and) Potassium Sorbate (and) Sodium Benzoate (and) phenoxyethanol (and) benzyl alcohol (and) phenethyl alcohol (and) caprylyl glycol 0.50 g; dimethiconol (and) tea- dodecylbenzenesulfonate 0.50 g; parfum [sensitive fragrance] 0.50 g; propylene glycol (and) water (and) Bambusa arundinacea leaf extract (and) potassium sorbate (and) sodium benzoate 0.50 g; disodium EDTA 0.01 g; citric Acid 0.01; aqua c.s.p. 100 g. ",,"En felinos, de uso externo para la limpieza del pelaje. ","Uso Veterinario. Manténgase fuera del alcance de los niños y animales domésticos. No aplica.r sobre la piel lastimada o lesionada. En caso de ingestión consultar al Médico Veterinario. Evitar el contacto con los ojos, nariz, orejas y órganos reproductores del animal. Conservar en un lugar fresco y seco protegido de la luz directa, a una temperatura inferior de 30 °C.",FULLER PINTO S.A. ,Colombia.,No aplica. ,Envase plástico en PET con válvula espumera en PP/PE y tapa en PP por 200 mL.,Felinos,No aplica.,Endectocida,VIGENTE,COLOMBIA (Fabricado Nacional)
10576-MV,ELANCO COLOMBIA S.A.S.,VIGENTE,DRONTAL PS HUESITO SABORIZADO PERROS GRANDES,"Cada tableta de 3.948,9 mg contiene:

Febantel
Pamoato de pirantel
Praziquantel","

525 mg
504 mg
175 mg","En perros para el tratamiento de infecciones mixtas por nematodos y cestodos de las siguientes especies: Nematodos: Ascáridos (adultos y formas inmaduras tardías): Toxocara canis, Toxascaris leonina. Anquilostomas (adultos): Uncinaria stenocephala, Ancylostoma caninum, Tricocéfalos (adultos): Trichuris vulpis. Cestodos (adultos y formas inmaduras tardías): Echinococcus granulosus, Echinococcus multilocularis, Dipylidium caninum, Taenia spp., Mesocestoides. spp. Protozoos: Para el tratamiento de las infecciones causadas por los protozoos Giardia spp., en cachorros y perros adultos.",Uso Veterinario. Manténgase fuera del alcance de los niños y animales domésticos. Venta bajo fórmula del Médico Veterinario. No utilizar en casos de hipersensibilidad a los principios activos o a alguno de los excipientes. No debe ser utilizado durante los dos primeros tercios de la preñez. La edad mínima para el uso del producto es de dos (2) semanas y el peso mínimo de dos (2) kg. No administrar con medicamentos veterinarios que contengan piperazina. Conservar a una temperatura inferior a 30°C.,KVP PHARMA + VETERINÄR PRODUKTE GmbH,Alemania.,ELANCO COLOMBIA S.A.S.,Caja plegadiza que contiene un blíster en PA/Al/HDPE con 2 tabletas. Caja dispensadora que contiene 12 cajas plegadizas por un blíster en PA/Al/HDPE con 2 tabletas cada una.,Caninos.,No aplica.,Antisépticos,VIGENTE,EXTRANJERO (Importado)
10577-CV,FULLER PINTO S.A.,VIGENTE,RAZAN BAÑO SECO EN ESPUMA caninos,"Cada 100 g de solución contienen: _x000D_
_x000D_
Alcohol denat 5 g; cocamidopropyl betaine 4 g; sodium cocoyl glutamate (and) disodium cocoyl glutamate 2 g; parfum [fragance infusion] 1.5 g; dimethiconol (and) tea- dodecylbenzenesulfonate 1 g; aloe barbadensis leaf extract 1 g; phenoxyethanol (and) ethylhexylglycerin 0.80 g; water (and) glycerin (and) Cocos nucifera (Coconut) fruit extract (and) Cocos nucifera (Coconut) oil (and) PEG-60 hydrogenated castor oil (and) Rosmarinus officinalis (rosemary) leaf extract (and) Helianthus annuus (sunflower) seed oil (and) potassium sorbate (and) sodium benzoate (and) phenethyl alcohol (and) caprylyl glycol 0.50 g; glycerin (and) royal Jelly 0.50 g; BIS-PEG- 12 dimethicone 0.50 g; triethanolamine 0.02 g; citric acid 0.01 g; disodium EDTA 0.01 g; aqua c.s.p. 100 g.",,"En caninos, de uso externo como espuma para la limpieza  del pelaje. ","Uso Veterinario. Manténgase fuera del alcance de los niños y animales domésticos. No aplica.r sobre la piel lastimada o lesionada. En caso de ingestión consultar al Médico Veterinario. Evitar el contacto con los ojos, nariz, orejas y órganos reproductores del animal. Conservar en un lugar fresco y seco protegido de la luz directa, a una temperatura inferior de 30 °C .",FULLER PINTO S.A.,Colombia.,No aplica.,"Envase plástico en PET con válvula espumera en PP/PE y tapa en PP por 200 mL.
",Caninos.,No aplica.,Cosméticos,VIGENTE,COLOMBIA (Fabricado Nacional)
10578-CV,FULLER PINTO S.A.,VIGENTE,RAZAN ENJUAGUE BUCAL MASCOTAS,"
Cada 100 g de solución oral contienen: 

aqua, sodium bicarbonate, salvia officinalis leaf extract, sodium benzoate, glycerin, citric acid.",,En perros y gatos como enjuague bucal.,"Uso veterinario. Manténgase fuera del alcance de los niños y animales domésticos. Usar en perros y gatos a partir de los tres (3) meses. En caso de ingestión consultar al Médico Veterinario. Evitar el contacto con los ojos, nariz y orejas del animal. Conservar a una temperatura inferior a 30°C, lejos de la luz directa.",FULLER PINTO S.A.,Colombia.,No aplica.,"Frasco en PET blanco perlado con bomba atomizadora en PEAD/PE, resorte en acero inoxidable y tapa en PP por 150 mL.",Caninos y Felinos.,No aplica. ,Biológicos,VIGENTE,COLOMBIA (Fabricado Nacional)
10579-CV,COMERCIALIZADORA BOGOTANA S.A.S. - CANAMOR S.A.S.,VIGENTE,SPRAY ÁRBOL DE TÉ CANAMOR,"Cada 100 mL de emulsión contienen:

Aqua, Polysorbate 20, Glycerin, PEG-40, Hydrogenated Castor Oil, Calendula Officinalis Flower Extract, Melaleuca Alternifolia Leaf Oil, Xylityl Sesquicaprylate, Calypso Fragance, Aloe Barbadensis Leaf Juice (and) Maltodextrin.",100 mL,En perros y gatos para ayudar a hidratar la piel de las mascotas. ,"Uso Veterinario. Manténgase fuera del alcance de niños y animales domésticos. Evitar el contacto con los ojos y membranas mucosas. Almacenar a una temperatura inferior a 30°C, protegido de la luz directa, adecuadamente cerrado y en su envase original.",Qoppa Pharma S.A.S. / Proquivet S.A.S. ,Colombia.,No aplica.,"Frasco en PEAD con válvula atomizadora en PP y PEBD por 100, 150 o 200 mL. ",Caninos y Felinos.,No aplica.,Cosméticos,VIGENTE,COLOMBIA (Fabricado Nacional)
10581-MV,BOGAL VET S.A.S.,VIGENTE,EXCELLEND,"Cada mL de la solución inyectable contiene:

Doramectina","_x000D_
_x000D_
_x000D_
10 mg","En bovinos, ovinos y porcinos para el control y tratamiento del parasitismo interno y externo. Bovinos: Parásitos internos: Haemonchus contortus, Ostertagia ostertagi, Ostertagia lyrata, Trichostrongylus axei, Trichostrongylus colubriformis, Cooperia oncophora, Cooperia punctata, Cooperia pectinata, Cooperia spatulata, Oesophagostomum radiatum, Oesophagostomum dentatum, Bunostomum phlebotomum, Strongyloides papillosus, Nematodirus helvetianus, Nematodirus spathiger, Nematodo pulmonar: Dictyocaulus viviparus. Parásito ocular: Thelazia sp. Parásitos externos: Garrapata Rhipicephalus microplus, - Ayuda a su control - Sarcoptes scabiei var. bovis, Piojos: Linognathus vituli, Haematopinus eurysternus, Solenopotes capillatus. Ayuda al control de Bovicola bovis. Nuche: Dermatobia hominis, Hypoderma bovis, Hypoderma lineatum. Miasis: Cochliomyia hominivorax. Ovinos: Parásitos internos: Haemonchus contortus (adultos), Teladorsagia circumcincta (adultos, L4, incluyendo larvas inhibidas), Trichostrongylus axei (adultos, L4), Trichostrongylus colubriformis, (adultos, L4), Trichostrongylus vitrinus (adultos, L4), Chabertia ovina, Cooperia oncophora (adultos, L4), Nematodirus sp. (adultos, L4), Trichuris spp., Nemátodo pulmonar: Dictyocaulus filaria. Parásitos externos: Ácaros: Psoroptes ovis, Miasis (gusaneras): Cochliomyia hominivorax, Gusano de la cabeza: Oestrus ovis. Porcinos: Parásitos internos: Ascaris suum, Hyostrongylus rubidus, Oesophagostomum dentatum, Trichuris suis, Strongyloides ransomi. Nematodo pulmonar Metastrongylus sp. Parásito renal Stephanurus dentatus. Parásitos externos: Ácaro de sarna: Sarcoptes scabiei type suis, Piojos: Haematopinus suis.","Uso Veterinario. Manténgase fuera del alcance de los niños y animales domésticos. Venta bajo fórmula del Médico Veterinario.  Los bovinos y ovinos tratados no deben sacrificarse para el consumo humano hasta treinta y tres (33) días después de finalizado el tratamiento. Los porcinos tratados no deben sacrificarse para el consumo humano hasta veintiocho (28) días después de finalizado el tratamiento. No administrar a vacas en producción de leche para consumo humano. En bovinos y ovinos no administrar sesenta (60) días previos al parto. No administrar a vacas lecheras cuya leche se destine a consumo humano, ni siquiera durante el período de secado, No administrar en ovejas lecheras cuya leche se destine al consumo humano, aunque estén secas. No administrar en especies distintas de las autorizadas. No administrar en caso de hipersensibilidad a la sustancia activa o a cualquiera de los excipientes. El producto no usado y los envases deben disponerse en forma segura de acuerdo con las normas nacionales. No contamine depósitos ni fuentes de agua con los residuos. Conservar en una temperatura inferior a 30°C, protegido de la luz solar.","AETHER CENTRE (BEIJING) BIOLOGY CO., LTD. / LABORATORIOS LIXMAR S.A.S.",China / Colombia.,BOGAL VET S.A.S.,"Caja plegadiza que contiene frasco en vidrio ámbar tipo II con tapón de caucho en bromobutilo gris de 19 mm y agrafe de aluminio de 22 mm por 50 mL.
Caja plegadiza que contiene frasco en vidrio ámbar tipo II  con tapón de caucho en bromobutilo gris de 19 mm y agrafe en aluminio de 22 mm por 100 mL.
Caja plegadiza que contiene frasco en vidrio ámbar tipo II con tapón de caucho en bromobutilo gris de 21 mm y agrafe en aluminio de 30 mm por 250 mL.
Caja plegadiza que contiene frasco en vidrio ámbar tipo II con tapón de caucho en bromobutilo gris de 21 mm y agrafe en aluminio de 30 mm por 500 mL.
Caja plegadiza que contiene frasco en vidrio ámbar tipo II con tapón de caucho en bromobutilo gris de 21 mm y agrafe en aluminio de 30 mm por 1.000 mL.","Bovinos, Ovinos y Porcinos.","Carne: 
Bovinos: 33 días
Porcinos: 28 días
Ovinos:  33 días. 
Leche: No administrar en animales cuya leche se destine para consumo humano",Desinfectantes,VIGENTE,COLOMBIA (Fabricado Nacional)
10582-BV,"LABORATORIOS HIPRA, S.A.",VIGENTE,NASYM,"Cada dosis de 2 mL de solución contiene:

Virus sincitial respiratorio bovino (BRS) vivo atenuado, cepa Lym 56

*DICC ₅₀: Dosis infecciosa de cultivo celular de 50%","

10 ⁴∙⁷- 10 ⁶∙⁵ DICC₅₀*",En bovinos para la inmunización activa para reducir la excreción del virus y los signos clínicos respiratorios causados por el virus sincitial respiratorio bovino (BRS).,"Uso Veterinario. Manténgase fuera del alcance de los niños y animales domésticos. Venta bajo fórmula del Médico Veterinario. No usar en casos de hipersensibilidad a la sustancia activa o a algún excipiente. Vacunar animales sanos. Consérvese el liofilizado entre 2 y 8°C y el disolvente a una temperatura menor a 25°C, protegido de la luz. No congelar.","Laboratorios Hipra, S.A.",España.,"Hipra Colombia, S.A.S.","Caja plegadiza que contiene un vial tipo I  por 5 dosis de liofilizado, acompañado de un vial en PET por 10 mL de disolvente.
Caja plegadiza que contiene  un vial tipo I  por 25 dosis de liofilizado y un vial en PET por 50 mL de disolvente.
Caja plegadiza que contiene 10 viales tipo I  por 5 dosis de liofilizado y caja plegadiza que contiene 10 viales en PET por 10 mL de disolvente.
Caja plegadiza que contiene 10 viales tipo I  por 25 dosis de liofilizado y  caja plegadiza que contiene 10 viales en PET por 50 mL de disolvente.",Bovinos,No aplica.,Desinfectantes,VIGENTE,EXTRANJERO (Importado)
10583-MV ,LABORATORIO TRITÓN VET S.R.L. ,VIGENTE,TRITOHEXIDIN SHAMPOO,"Cada 100 mL de solución  de uso externo contienen: _x000D_
_x000D_
Digluconato de clorhexidina al 20% (equivalente a clorhexidina base 0,5 g)","

2,5 g ","En bovinos, equinos, porcinos, ovinos, caninos y felinos para la antisepsia de heridas, control de infecciones (producidas por Staphylococcus aureus, Staphylococcus intermedius, Escherichia coli, Pseudomonas aeruginosa, Dermatophilus congolensis, Malassezia pachydermatis, Nannizzia nana, Nannizzia gypsea, Trichophyton equinum, Trichophyton verrucosum, Trichophyton mentagrophytes, Microsporum canis), desinfectante del campo o área quirúrgica, desinfección de material quirúrgico o tratamiento de piodermas bacterianas y fúngicas.","Uso Veterinario. Manténgase fuera del alcance de los niños y animales domésticos. Evitar el uso ambiental con exageradas cantidades de materia orgánica presente en la superficie a tratar. Evitar el contacto del producto con la mucosa ocular y  oído medio.  Consérvese a una temperatura menor a 30°C, protegido de la luz. ",Laboratorio LABCECIL S.R.L.,Argentina.,PROCONVET S.A.,"Frasco en PEAD con tapa de seguridad por 250, 1.000 o 5.000 mL.","Bovinos, caninos, equinos, felinos, ovinos y porcinos.",No informa,Analgésicos,VIGENTE,EXTRANJERO (Importado)
10584-CV,SPECTRUM BRANDS INC.,VIGENTE,FURMINATOR ITCH RELIEF ULTRA PREMIUM SHAMPOO,"Cada 100 mL de champú contienen:


Aqua 55,8 g; sodium C14-16 olefin sulfonate 15 g; cocamidopropyl betaine 7 g; disodium oleamido mipa-sulfosuccinate 4 g; sodium lactate 1,5 g; glycerin 1,5 g; hydroxypropyl methylcellulose 1g; hydrolyzed wheat protein 1g; hydrolyzed oat protein 1g; cranberry seed oil 1g; almond oil 1g; Piper methysticum leaf/root/stem extract 1g; Calendula officinalis flower extract 1g; tocopheryl acetate 1g; Carthamus tinctorius seed oil 1g; Helianthus annuus seed oil 1g; Chamomilla recutita extract 1g; Aloe barbadensis leaf extract 1g; Carica papaya leaf extract 1g; Malva sylvestris flower extract 1g; methylchloroisothiazolinone/ methylisothiazolinone 0,1 g; sodium chloride 0,5 g; citric acid 0,5 g; edta sodium 0,1 g.", ,Para la limpieza de caninos mayores de 6 semanas.,Uso Veterinario. Manténgase fuera del alcance de los niños y los animales domésticos. Evite el contacto con los ojos. Si presenta irritación suspenda su uso y consulte al Médico Veterinario. Almacenar en un lugar fresco a no más de 35°C. ,SPECTRUM BRANDS INC.,Estados Unidos.,SPECTRUM BRANDS CORP S.A.S./ Gabrica S.A.S,Frasco en PEAD por 16 onzas y tapa flip top  en PP.,Caninos,No aplica.,Antisépticos,VIGENTE,EXTRANJERO (Importado)
10585-BV,VALLÉE S.A.,VIGENTE,BOVILIS RABIA,"Cada dosis de 2 mL de suspensión inyectable contiene:

Virus rábico inactivado, cepa Pasteur"," 


≥  1 U.l. ","En bovinos, caprinos, equinos y ovinos para la inmunización activa frente a la rabia. ","Uso Veterinario. Manténgase fuera del alcance de los niños y animales domésticos. Agitar antes de usar. Desinfectar el lugar de aplicación antes de la misma. Usar jeringas y agujas estériles. No vacunar animales enfermos, desnutridos parasitados o bajo condiciones de estrés. El uso concomitante con sustancias antinflamatorias puede interferir en el desarrollo y mantenimiento de la respuesta inmunológica después de la vacunación.  Almacenar a una temperatura entre 2 a 8 °C. No congelar.  ",VALLÉE S.A.,Brasil.,MERCK SHARP & DOHME SALUD ANIMAL COLOMBIA S.A.S. ,"Frascos PP con tapón en caucho y agrafe de aluminio por 20, 25 o 50 dosis. ","Bovinos, Caprinos, Equinos y Ovinos.",No informa,Cosméticos,VIGENTE,EXTRANJERO (Importado)
10586-CV,PROQUIVET S.A.S.,VIGENTE,CERALVET,"Cada 100 mL de solución tópica contiene:

Aqua 70,23 ml; sodium laureth sulfate 9,20 g; cocamide dea 5,00 g; cocamidopropyl betaine 5,00 g; glycol distearate (and) sodium laureth sulfate (and) cocamide mea 3,00 g; glycerin 2,50 g; grape fragance 2,00 g; cetrimonium chloride 1,30 g; propylene glycol 0,60 g; Aloe barbadensis leaf juice 0,50 g; ceramide np 0,30 g; dmdm hydantoin 0,18 g; disodium edta 0,10 g; citric acid 0,08 g; ci: 15850:1 0,005 g.","
",En perros y gatos como shampoo cosmético para lavado y limpieza del pelo.,"Uso Veterinario. Manténgase fuera del alcance de los niños y animales domésticos. Evite el contacto del producto con los ojos o membranas mucosas. No aplica.r sobre la piel lastimada o lesionada. No aplica.r si presenta hipersensibilidad a alguno de los componentes. Consérvese en un lugar fresco, seco y protegido de la luz, a una temperatura menor a 30°C.",PROQUIVET S.A.S.,Colombia.,No aplica.,"Sobre para Sachet Foil de Aluminio por 30 mL.
Frasco en PET Diamond tipo rosca con tapa en Polipropileno homopolímero y banda de seguridad por 180 mL.",Caninos y Felinos.,No aplica.,Cosméticos,VIGENTE,COLOMBIA (Fabricado Nacional)
10592-MV,DELAVAL LTDA,VIGENTE,DOUBLE BLOCK ,"Cada 100 mL de solución de uso externo contienen:

Complejo de Yodo X-15 (6,85% de yodo disponible)
Ácido láctico 88%","

8,61 g
2,38 g","En bovinos como coadyuvante en el control de mastitis causada por agentes patógenos tales como: Staphylococcus aureus, Escherichia coli y Streptococcus uberis.","Uso veterinario. Manténgase fuera del alcance de los niños o animales domésticos. Consulte a su médico veterinario antes de iniciar o continuar usando el producto en caso de observar heridas o lesiones en los pezones. Almacenar el producto a temperatura entre 15 a 30°C, protegido de la luz solar directa, en su envase original.",DELAVAL LTDA.,Brasil.,DELAVAL LTDA / ALMACÉN INSUAGRO LTDA / CONAGRO S.A. / CONCENTRADOS DEL CENTRO S.A.S. / ECOLOVIDA S.A.S. / INSEMINACIÓN ARTIFICIAL S.A.S. / NOGA S.A.S.,"Bidones en PEAD color azul con tapa rosca y sello de seguridad en PEAD por 5, 20, 50, 200 o 1.000 L.",Bovinos. ,No aplica. ,Cosméticos,VIGENTE,EXTRANJERO (Importado)
10593-CV,COMERCIALIZAMOS CE S.A.S,VIGENTE,JABON ClARO MASCOTAS,"Cada 100 g de jabón en barra contiene:

Sodium Palmate/ Sodium Palm Kernelate /Aqua/ Glycerin/ Sodium Chloride/ EDTA/ Sodium Hydroxide
/ Etidronic Acid/ Citric Acid 89,7 g; Calcium Carbonate 10 g; Cymbopogon Nardus Herb Oil 0,10 g; Cymbopogon Citratus Leaf Oil 0,10 g; Azadirachta lndica Leaf Oil c.s.p 100 g",10 g,Jabón cosmético de use externo pta la limpieza del pelaje en perros y gatos.,"Uso veterinario. Manténgase fuera del alcance de los niños y animales dompesticos. Conservar en un lugar fresco, alejado de la luz directa del sol y a una temperatura menor de 30°C.",COMERCIALIZAMOS CE S.A.S.,Colombia.,No aplica.,Caja plegadiza que contiene Barra solida en envoltura de termoformado por 100 g.,Caninos y Felinos.,No aplica.,Hormonas,VIGENTE,COLOMBIA (Fabricado Nacional)
10594-CV,LABORATORIOS VELOX LTDA.,VIGENTE,CHAMPÚ SECO VELOX,"Aqua, Sodium laureth sulfate, Glycerin, Aloe barbadensis extract, Fragrance, Sodium methylparaben, Sodium propylparaben, Citric acid",,Indicado para la limpieza del pelo en perros y gatos. Indicado tanto para cachorross como animales adultos. Se recomienda su uso entre lavados o cuando se requiera hacer una limpieza parcial a la mascota.,"Uso veterinario. No usa el producto si el animal presenta alguna enfermedad en la piel. Almacenar en lugar seco y fresco protegido de la luz solar directa. No almacenar a temperaturas superiores a 30°C. consérvese el envase en posición vertical. manténgase fuera del alcance de los niños. Uso externo. Evitar contacto con ojos, oidos y mucosas.",LABORATORIOS VELOX LTDA.,Colombia.,No aplica.,Frasco en pet por 150 o 200 mL.,Caninos y Felinos.,No aplica.,Antisépticos,VIGENTE,COLOMBIA (Fabricado Nacional)
10595-BV,BIOVETA a.s.,VIGENTE,Vibix® C Puppy Advanced,"Cantidad por dosis 1 mL contiene:

Virus de Distemper Canino, cepa CDV Bio 11/A vivo atenuado. 

Parvovirus canino, Tipo 2b, cepa CPV- 2 b Bio 12/B vivo atenuado.

*TCID50: Dosis infectante en cultivo de tejidos 50 %. ","_x000D_
_x000D_
10 4.1 a 10 5.5 TCID50_x000D_
_x000D_
10 5.5 a 10 7.0 TCID50_x000D_
",Para la inmunización activa contra Distemper canino y Parvovirus canino en perros a partir de la sexta semana de edad.,Uso veterinario. Manténgase fuera del alcance de los niños y animales domésticos. No usar en animales clínicamente enfermos. Almacenar refrigerado (2°C-8°C) y proteger de la luz solar. No congelar. Utilizar después de su dilución. No usar durante la gestación y lactancia.,BIOVETA a.s.,República Checa.,Vallecilla B. y Vallecilla M. y CIA S.C. A,"Viales de vidrio tipo I por 1 mL, por presentaciones de 5, 10 o 25 viales.",Caninos.,No aplica.,Cosméticos,VIGENTE,EXTRANJERO (Importado)
